word,shift
传统工艺,0.381509
海浪,0.381500
江南地区,0.381449
耗用,0.381399
可惨,0.381357
国际村,0.381356
冀宝斋,0.381256
经济大国,0.381213
失学,0.381172
聚敛,0.381147
茶树菇,0.381125
来上,0.381115
女厕所,0.381092
满楼,0.381088
附属医院,0.381080
影星,0.381033
多才多艺,0.381018
调音,0.380943
体验馆,0.380937
累赘,0.380902
石佛寺,0.380887
团圆宴,0.380861
本真,0.380769
接地,0.380729
对账单,0.380713
有件事,0.380702
暂时性,0.380633
帆板,0.380529
授牌,0.380517
大料,0.380191
繁育,0.380182
古柏,0.380158
无规则,0.380067
涨停板,0.379960
素叻,0.379845
东汉,0.379840
滚刀,0.379689
缩短,0.379661
杀猪菜,0.379631
林语堂,0.379609
叙旧,0.379605
查询,0.379573
放话,0.379534
依法办事,0.379454
泰国,0.379400
流下泪来,0.379319
成绩,0.379208
增强,0.379191
损人不利己,0.379169
当庭,0.379111
偷着乐,0.379057
发表声明,0.379049
崔志强,0.379011
条令,0.379000
国际足球,0.378979
贞观,0.378824
彭帅,0.378731
浮油,0.378707
不知真假,0.378706
黛安,0.378689
点字,0.378666
南通人,0.378654
全神,0.378636
无华,0.378631
实际收入,0.378591
胡杨林,0.378556
救助,0.378510
公路车,0.378411
展览,0.378335
国玺,0.378307
退回去,0.378256
读者,0.378149
西红门,0.378135
闹情绪,0.378100
步伐,0.377703
揭示,0.377646
防护罩,0.377633
禅寺,0.377600
画笔,0.377337
光面,0.377029
自吹自擂,0.377019
亲妈,0.376976
席勒,0.376903
戏说,0.376901
吉子,0.376885
一大笔钱,0.376884
乐山大佛,0.376880
明园,0.376842
烟盒,0.376781
布达,0.376741
塔克拉玛干,0.376566
少林足球,0.376554
吃饭,0.376526
卑劣,0.376438
礼篮,0.376314
网球选手,0.376192
五花肉,0.376111
杨胜,0.376045
睡好,0.376012
一把好手,0.376002
买椟还珠,0.375994
殷墟,0.375851
洋为中用,0.375753
中低,0.375730
古文,0.375697
陷坑,0.375633
古格,0.375625
桑斯,0.375597
无限大,0.375541
列前,0.375527
戊戌,0.375300
扑向,0.375288
顶戴,0.375277
神乎其神,0.375000
显身,0.374993
瞒不过,0.374966
杭州大厦,0.374834
抢得,0.374759
喷流,0.374737
推人,0.374735
血滴,0.374625
达索,0.374512
看完,0.374488
雍容,0.374485
生存条件,0.374407
拖拖拉拉,0.374260
菲律,0.374206
谢璞,0.374205
央求,0.374173
祝福,0.374028
汽车总站,0.374008
瓜葛,0.373794
合唱队,0.373746
接诊,0.373663
终其一生,0.373563
世纪公园,0.373503
平淡无奇,0.373503
诱发,0.373456
艺术作品,0.373405
西服,0.373098
美国哥伦比亚大学,0.373040
刻舟求剑,0.372984
繁体字,0.372925
哗啦,0.372828
功底,0.372821
陆客,0.372820
大声,0.372815
胡春华,0.372744
密切相关,0.372718
锡林浩特,0.372666
不买账,0.372607
左脑,0.372568
反之亦然,0.372499
回沪,0.372494
攀到,0.372470
三山五岳,0.372427
法律制裁,0.372348
妩媚,0.372342
失落感,0.372244
可代替,0.372214
恍然,0.372061
佛陀,0.372052
同根,0.372023
血站,0.371972
东游,0.371932
首付,0.371904
三替,0.371852
合法经营,0.371851
一扇门,0.371816
战死,0.371557
仙果,0.371477
谢大,0.371413
秀气,0.371153
很快,0.370946
黄金价格,0.370863
数码科技,0.370733
安东尼奥,0.370707
临邛,0.370587
那两年,0.370555
绿豆汤,0.370469
构思,0.370452
急功近利,0.370434
质与量,0.370424
不涨,0.370403
禅堂,0.370390
父老,0.370383
泣不成声,0.370375
诚惶诚恐,0.370358
医学专业,0.370356
雪耻,0.370345
击沉,0.370299
独立报,0.370229
不要,0.370206
伊莱克斯,0.370104
石海,0.370008
完整,0.369833
是不是,0.369817
悲恨,0.369612
老宅子,0.369556
对立面,0.369512
简直,0.369477
故纸堆,0.369466
大行其道,0.369411
房屋,0.369406
兰花草,0.369375
二次开发,0.369356
源远,0.369350
罪孽,0.369193
月票,0.369192
交通事故,0.369113
别致,0.368866
熨平,0.368809
几遍,0.368710
车衣,0.368673
彼此之间,0.368604
抛绣球,0.368546
艰苦朴素,0.368471
体内,0.368450
政策法规司,0.368312
共同理想,0.368253
勤勤,0.368146
老命,0.368111
龙楼,0.368071
执教,0.368071
轴线,0.368035
横眉冷对,0.367994
酱园,0.367988
清供,0.367975
卡路里,0.367880
宽宏,0.367759
事件,0.367707
十七世纪,0.367660
升上,0.367604
脱发,0.367541
冰淇凌,0.367456
防患,0.367337
宝洁公司,0.367335
阿尔卡特,0.367204
太多,0.367039
乱跑,0.367019
门上,0.366951
小抄,0.366910
弗拉基米尔,0.366901
组委会,0.366757
雄雌,0.366740
听天由命,0.366648
取材自,0.366610
老顾客,0.366487
开发软件,0.366469
世界自然基金会,0.366439
苦药,0.366393
演艺事业,0.366325
打小报告,0.366267
归航,0.366152
国家级,0.366096
苗绣,0.365991
颜如玉,0.365952
贤淑,0.365940
橡树园,0.365912
程乃珊,0.365769
冬晨,0.365730
中低收入者,0.365665
冯远征,0.365640
剪不断理还乱,0.365607
枝节,0.365554
任贤齐,0.365540
双乳,0.365453
桃李满天下,0.365147
是非得失,0.365016
七大洲,0.364919
怎个,0.364896
色欲,0.364779
来打,0.364718
历史进程,0.364688
煽动性,0.364649
振聋发聩,0.364626
喊起来,0.364625
小跑,0.364579
繁体,0.364572
光谱,0.364470
贤德,0.364329
报名者,0.364322
松紧,0.364288
感冒通,0.364198
北医,0.364148
空气,0.364133
悍马,0.364124
有碍观瞻,0.364049
千回,0.364039
打扫战场,0.364003
邱波,0.363992
不断,0.363977
帕杰罗,0.363956
借书证,0.363934
塌了,0.363923
鸿宾楼,0.363846
吹气,0.363809
枣儿,0.363784
山泥,0.363760
酱菜,0.363630
修来,0.363368
漏水,0.363158
韩静,0.363155
大褂,0.363092
刺头,0.363075
篇篇,0.363061
直镇,0.362956
避讳,0.362913
数码相机,0.362890
楼板,0.362870
下调,0.362747
远射,0.362698
踩死,0.362625
青睐,0.362622
太傻,0.362413
固有模式,0.362231
拉进去,0.362188
顿挫,0.362157
称得上,0.362150
小公共,0.361929
遇难者,0.361851
顺手牵羊,0.361847
面额,0.361843
周郎,0.361810
风紧,0.361787
性交,0.361702
疼爱,0.361695
折旧,0.361584
早日康复,0.361567
专委会,0.361547
幅员,0.361538
刘墉,0.361534
旦角,0.361441
大礼拜,0.361357
洋楼,0.361332
后墙,0.361310
焚烧,0.361107
踩一脚,0.361074
数学课,0.360970
民警,0.360909
大闹天宫,0.360862
抛洒,0.360854
那封,0.360808
体积小,0.360803
几样,0.360803
科幻,0.360734
出门,0.360733
补气,0.360661
土豆粉,0.360611
江豚,0.360570
灵堂,0.360563
冰释,0.360533
莽莽,0.360449
重办,0.360418
中山舰,0.360389
生肉,0.360360
羽绒服,0.360337
主题鲜明,0.360326
宫女,0.360310
演艺明星,0.360272
得天独厚,0.360237
飞歌,0.360011
红绳,0.359923
河南籍,0.359916
尝新,0.359902
楼顶上,0.359861
签证,0.359858
张合,0.359695
食醋,0.359653
权为民,0.359573
强迫性,0.359557
线虫,0.359479
位移,0.359285
糜烂,0.359255
马路上,0.359219
解题,0.359191
互动关系,0.359062
涤荡,0.359060
舍本求末,0.359049
烤鸡腿,0.358902
认证机构,0.358820
国际列车,0.358590
奇耻大辱,0.358510
成都旅游,0.358473
见面,0.358463
火堆,0.358450
外侧,0.358430
飒飒,0.358386
辉耀,0.358376
草案,0.358337
电话响,0.358098
利益输送,0.358095
擦洗,0.358054
花地,0.357995
威仪,0.357920
脱衣,0.357820
历山,0.357783
星河湾,0.357775
野合,0.357719
减弱,0.357694
复发,0.357616
露馅,0.357565
谦词,0.357496
雪屋,0.357318
惜字,0.357201
发行中心,0.357180
印张,0.357118
齐腰深,0.356985
藏族同胞,0.356968
刘智勇,0.356928
苟同,0.356922
美丽动人,0.356910
圆眼,0.356825
通信产业,0.356686
卫生条件,0.356664
胡庆余堂,0.356646
左营,0.356641
开放平台,0.356467
鱼叉,0.356300
暴虐,0.356058
神不知鬼不觉,0.355888
酒井法子,0.355874
一系列,0.355778
作品展览,0.355667
王阳明,0.355643
茫茫人海,0.355437
疲惫,0.355394
尿片,0.355303
纯净度,0.355208
台标,0.355191
寻医问药,0.355159
环境学院,0.355103
宫墙,0.355096
推门而入,0.355003
之论,0.354994
换心,0.354940
崂山区,0.354878
头版,0.354776
吃得饱,0.354712
小马驹,0.354623
配饰,0.354592
顺峰,0.354585
跳过去,0.354480
赞助费,0.354465
创业板,0.354434
诗稿,0.354354
非理性,0.354340
进制,0.354309
赤壁之战,0.354293
笙箫,0.354230
商业秘密,0.354198
黑色食品,0.354179
坐火车,0.354129
萍水,0.354050
冰雕,0.353971
郭旭,0.353935
多玛,0.353833
逗弄,0.353803
艳照门,0.353740
东方之珠,0.353730
趣园,0.353680
见微知著,0.353517
拖走,0.353469
鸡同鸭讲,0.353171
高山流水,0.353095
膀胱,0.353065
科班,0.352995
双人舞,0.352879
退色,0.352766
胡润,0.352752
斯特凡,0.352603
召开,0.352438
中秋佳节,0.352379
桂湖,0.352372
维护费用,0.352257
坏死,0.352212
天堑,0.352195
符合,0.352131
陈杰人,0.351968
户内,0.351920
陈钦,0.351867
古话,0.351740
严刑,0.351692
黑工,0.351663
指示牌,0.351662
赵文卓,0.351481
依旧,0.351468
捐赠人,0.351421
纷扰,0.351318
抢来,0.351257
伤害案,0.351248
喘气,0.351087
香樟树,0.351083
徽州区,0.350924
送到,0.350897
老百姓,0.350828
坎坎,0.350759
因涉嫌,0.350757
恃强凌弱,0.350718
昌北,0.350686
榜眼,0.350651
亮光,0.350645
个股,0.350632
身体疲劳,0.350625
水子,0.350537
平均工资,0.350499
台路,0.350433
国家主义,0.350415
放学后,0.350400
溪头村,0.350393
存储卡,0.350380
黑铁,0.350228
团体赛,0.350222
救生衣,0.350215
才会真,0.350166
冤冤相报,0.350161
慢跑,0.350065
以及,0.349865
续展,0.349789
太浅,0.349723
罚酒,0.349664
不见天日,0.349472
文帝,0.349411
遥望,0.349306
那曾,0.349236
药用,0.349190
开闭,0.349166
从里到外,0.349070
毛长,0.349027
亲人或,0.348870
鱼来,0.348730
鸟窝,0.348594
邹毅,0.348590
明锐,0.348496
盛大网络,0.348418
干瘪,0.348373
周莉,0.348303
张高,0.348291
软和,0.348200
进口商品,0.348194
大公鸡,0.348060
苍生,0.347979
防住,0.347952
长弓,0.347944
中央邦,0.347822
家道,0.347810
趋近,0.347807
房前,0.347659
坍塌,0.347512
不择手段,0.347390
解乏,0.347229
吴世勋,0.347184
灵源,0.347119
洗过,0.347119
深谷,0.346994
衣装,0.346866
挖苦,0.346861
李妈,0.346798
嵌入式,0.346612
车上,0.346502
冒火,0.346407
大白于天下,0.346364
受够,0.346287
光闪闪,0.346269
挥之不去,0.346239
自行车道,0.346134
爱玩,0.346015
卞之琳,0.345931
日全食,0.345923
救灾物资,0.345741
闰月,0.345701
成花,0.345650
充足,0.345647
肾上腺素,0.345601
旅游年,0.345565
批准逮捕,0.345513
色彩鲜艳,0.345378
医疗费,0.345367
小时,0.345330
陷入,0.345247
真品,0.345194
瞬息,0.345091
不洁,0.345072
刀劈,0.345042
袁枚在,0.345024
律令,0.344982
另用,0.344952
高莉,0.344914
波密,0.344873
圣旨,0.344735
交齐,0.344673
苏莲托,0.344622
核对,0.344404
王振耀,0.344303
余华,0.344273
高低杠,0.344008
爱憎,0.343898
忆江南,0.343854
失业率,0.343836
船锚,0.343800
副厅级,0.343792
棋逢对手,0.343749
余孽,0.343707
机位,0.343696
隔靴搔痒,0.343686
光着,0.343640
白瞎,0.343440
筒子河,0.343436
全国政协礼堂,0.343434
楠溪江,0.343402
游山,0.343398
出演,0.343358
尽量,0.343330
鱼洗,0.343253
陪嫁,0.343176
睁着,0.343163
环渤海,0.343156
眼角膜,0.343071
季后赛,0.343068
烤鱼片,0.343041
昏迷,0.342870
候车亭,0.342591
武康路,0.342467
对答,0.342426
如织,0.342422
螳螂拳,0.342411
挑挑,0.342327
方村,0.342246
阿佤,0.342164
展讯,0.342108
宇龙,0.341870
少管闲事,0.341586
乱喝,0.341575
糟老头子,0.341449
另一款,0.341440
女神像,0.341398
朝外大街,0.341301
葡萄汁,0.341274
撞入,0.341238
刨根问底,0.341210
会刊,0.341108
王景春,0.341101
松塔,0.340958
水汽,0.340934
天怒人怨,0.340699
颤巍巍,0.340555
前半部,0.340457
处理完毕,0.340454
消耗掉,0.340430
笔顺,0.340360
铲出,0.340355
堵着,0.340300
姜丝,0.340192
叶斌,0.340089
景区,0.340047
韭黄,0.340045
维持原判,0.339862
花重,0.339838
那上,0.339726
快速增长,0.339618
更丑,0.339567
小划子,0.339524
暴民,0.339482
态度端正,0.339364
利润,0.339302
户外用品,0.339301
轮不到,0.339174
动画短片,0.339125
难懂,0.339091
吸走,0.338843
呻吟声,0.338840
药引子,0.338832
车商,0.338765
辽国,0.338760
免签,0.338575
侮辱性,0.338518
赵绍华,0.338507
斯波坎,0.338408
都有老,0.338308
马连良,0.338277
升仙,0.338269
寸或,0.338241
历险,0.337984
少还,0.337851
石鸡,0.337842
一箭之仇,0.337701
检方,0.337667
浓浓的,0.337648
绕指柔,0.337521
用户,0.337394
费迪南德,0.337367
一砖一瓦,0.337365
难熬,0.337301
中情局,0.337271
聘用,0.337120
康复师,0.337098
相城,0.337053
遮面,0.337038
表达形式,0.337010
甘棠,0.336987
互祝,0.336955
空腹吃,0.336855
靠垫,0.336790
林左鸣,0.336755
职务行为,0.336703
兽类,0.336662
向先生,0.336645
来好,0.336644
思路,0.336606
雄鱼,0.336536
小物件,0.336405
吃不完,0.336314
走哇,0.336300
天伦之乐,0.336283
无法回答,0.336197
月黑风高,0.336122
护手,0.336031
百战,0.335983
顿酒,0.335920
入选为,0.335836
心肌梗塞,0.335826
演出季,0.335726
遥看,0.335723
打上来,0.335541
异常情况,0.335521
全忠,0.335511
球茎,0.335501
惊叫,0.335469
无不及,0.335462
唐代,0.335388
世纪坛,0.335299
南房,0.335258
沉默是金,0.335211
青蟹,0.334957
壮志未酬,0.334860
汽车音响,0.334801
不堪回首,0.334629
神位,0.334530
非标,0.334508
喝牛奶,0.334395
数据采集,0.334357
网上银行,0.334343
七世,0.334275
拔腿,0.334236
索福瑞,0.334211
好人家,0.334154
凿冰,0.333924
岗位职责,0.333664
坏小子,0.333639
春秋时代,0.333610
十二木卡姆,0.333485
山西路,0.333484
桌球,0.333471
闹春,0.333448
可怜虫,0.333439
车流,0.333405
幽禁,0.333353
滞纳金,0.333331
冥界,0.333299
留得青山在,0.333222
听力障碍,0.333087
呼吸科,0.333024
公正性,0.332974
难缠,0.332967
忠厚,0.332894
畏缩,0.332781
河北电视台,0.332774
欲滴,0.332735
杏核,0.332728
钱而,0.332644
组别,0.332579
韩鹏,0.332530
焚香,0.332450
未涨,0.332420
契丹,0.332404
送过来,0.332399
班期,0.332365
白菜心,0.332103
娘儿俩,0.332070
架着,0.332021
寺后,0.331940
花祭,0.331879
岗前,0.331837
小桥流水,0.331814
明星效应,0.331809
攒着,0.331655
吵吵闹闹,0.331609
吴妈,0.331414
见阎王,0.331350
海泰,0.331229
送修,0.331068
何种,0.331003
云卷云舒,0.330867
动感地带,0.330812
别趴下,0.330759
城市公交,0.330719
场所,0.330662
芥兰,0.330643
勿谓言之不预,0.330626
悲喜交加,0.330544
套现,0.330485
还价,0.330436
盲女,0.330408
馅料,0.330374
八重,0.330081
拾破烂,0.329977
全省,0.329973
一碟,0.329824
饭铺,0.329778
时候,0.329760
兴趣爱好,0.329758
谦虚谨慎,0.329641
放在心里,0.329537
私念,0.329510
穆特,0.329476
锯掉,0.329430
鸭公,0.329364
金蝶,0.329165
重情义,0.329088
净水机,0.329000
行步,0.328892
磨损,0.328860
乙说,0.328808
打乒乓球,0.328713
上岁数,0.328633
贴春联,0.328583
沙逊,0.328524
大股东,0.328426
乐圣,0.328253
内忧外患,0.328208
蓬松,0.328140
简单易行,0.328102
单张,0.328059
青叶,0.328039
三国鼎立,0.328011
美联航,0.327966
一了百了,0.327920
挽歌,0.327726
观赏者,0.327679
九龙湖,0.327574
东土,0.327564
骑车人,0.327529
周其凤,0.327496
嗅出,0.327244
伊利诺伊州,0.327168
蜜酒,0.326557
李莲英,0.326370
草虾,0.326296
丽晶酒店,0.326285
清宫戏,0.326224
从善如流,0.326043
航空业,0.325960
独钟,0.325924
六亲,0.325784
年赛,0.325721
广东电视台,0.325640
开车,0.325639
支路,0.325624
交合,0.325330
春节快乐,0.325315
准保,0.325188
左右脑,0.325104
诗体,0.324955
唱片公司,0.324950
绝活儿,0.324893
上网费,0.324715
徐玉兰,0.324676
青春少女,0.324545
甘泉岛,0.324533
个人用品,0.324479
排量,0.324359
墨脱县,0.324283
不学无术,0.324249
劫财,0.324211
清史,0.324185
搭机,0.324091
牵绊,0.324020
词曲作者,0.323730
茶卡盐湖,0.323668
疑罪从无,0.323627
糟糠,0.323613
冰凌花,0.323561
成块,0.323309
透气,0.323269
毫无作用,0.323216
债市,0.323199
拼贴,0.323127
亲传,0.323113
变红,0.323111
悲怆,0.323084
吐纳,0.322934
形式,0.322834
含辛茹苦,0.322802
题刻,0.322670
谭鑫,0.322643
药到病除,0.322536
天辰,0.322452
深浓,0.322266
无责,0.322232
传奇人物,0.321983
绑匪,0.321968
极寒,0.321889
孙云晓,0.321805
积分卡,0.321803
唇部,0.321711
景程,0.321680
广州白云机场,0.321537
价签,0.321470
全交,0.321333
求胜,0.321331
悬壶济世,0.321282
可食用,0.321184
下陷,0.321160
侧门,0.321063
上海大剧院,0.320991
有说有笑,0.320906
丁卯,0.320903
总重,0.320887
加利利湖,0.320849
素笺,0.320822
后半夜,0.320779
啃书,0.320757
多一事不如少一事,0.320749
机库,0.320654
罄竹难书,0.320596
依偎,0.320560
活字印刷,0.320490
转速,0.320458
冷脸,0.320385
林中有,0.320363
言其,0.320332
可气,0.320323
教育学家,0.320209
挨宰,0.320043
舞狮,0.320040
脑袋瓜,0.319946
宦官,0.319900
阿太,0.319876
回真,0.319829
广州美术学院,0.319707
雅安人,0.319696
破镜重圆,0.319654
老奸巨猾,0.319609
习俗,0.319559
出境游,0.319507
嘉年华会,0.319459
遗存,0.319430
计次,0.319419
皆空,0.319416
本品,0.319154
礼仪之邦,0.319151
云岩,0.319069
购房人,0.319037
温榆,0.318910
欲速则不达,0.318897
那处,0.318795
扬州大学,0.318786
小邵,0.318634
桥边,0.318588
洗液,0.318544
吴彤,0.318439
意涵,0.318386
杂草丛生,0.318337
碧螺春,0.318237
略长,0.318145
运动衣,0.318142
微末,0.318134
直走,0.317953
打地铺,0.317949
站桩,0.317928
一招鲜,0.317907
憋住,0.317857
保山市,0.317851
王中军,0.317847
播散,0.317793
婀娜,0.317670
中国空军,0.317550
宫室,0.317282
衣兜,0.317245
沁州,0.317119
遗老遗少,0.317038
吊臂,0.316865
定位仪,0.316820
退烧,0.316811
发善心,0.316780
木麻黄,0.316737
缤纷色彩,0.316661
秋夕,0.316642
刚挂,0.316628
人生大事,0.316618
吕宋岛,0.316609
五脏六腑,0.316588
方方正正,0.316507
忆起,0.316500
赢钱,0.316230
席梦思,0.316204
显像,0.316120
白心,0.316101
未经检验,0.316046
洁白无瑕,0.315977
北汽集团,0.315919
长生殿,0.315899
电影学院,0.315879
成都机场,0.315785
盗车,0.315771
乌节路,0.315698
响指,0.315656
安睡,0.315653
共圆,0.315565
莫尔道嘎,0.315446
产品线,0.315435
现代舞,0.315358
方向不同,0.315315
小卖店,0.315291
高层住宅,0.315282
割出,0.315245
督军,0.314872
五味杂陈,0.314871
入梦,0.314852
水灵灵,0.314658
穴居人,0.314652
瓜果之乡,0.314602
完颜,0.314589
欢情,0.314433
安眠药,0.314379
题材,0.314365
水压,0.314314
云涛,0.314301
微量,0.314296
碍眼,0.314292
骆驼奶,0.314258
阴阳怪气,0.314183
作声,0.314070
戚家军,0.313987
钢笔画,0.313838
日晷,0.313640
资本运作,0.313597
清秋,0.313586
故曰,0.313539
慈悲心,0.313421
底托,0.313410
松鸡,0.313393
心伤,0.313359
新闻评论员,0.313356
色块,0.313345
缠裹,0.313314
煞是,0.313305
复活赛,0.313219
连转,0.313172
暖情,0.313163
人生目标,0.313100
配载,0.313053
若需,0.312981
积淀,0.312955
重典,0.312933
冒傻气,0.312686
养儿,0.312657
梁红玉,0.312646
电池板,0.312641
封套,0.312294
投资界,0.312249
简易房,0.312093
十二万分,0.312051
风度翩翩,0.312000
洗尽铅华,0.311805
产茶,0.311740
老舍纪念馆,0.311694
才信,0.311687
拉丁语,0.311615
粤式,0.311494
丹山,0.311430
隔世,0.311401
小嘴,0.311347
接接,0.311341
运往,0.311314
练得,0.311286
贵宾楼,0.311237
都存,0.311236
丁入,0.311226
手段,0.311115
老街区,0.311114
高爽,0.311074
浣溪沙,0.310997
变局,0.310955
少睡,0.310917
没回,0.310878
排便,0.310692
暴力革命,0.310520
手头紧,0.310503
李韩,0.310485
虚荣心,0.310347
独石,0.310337
衷肠,0.310300
葱姜,0.310222
寒食,0.310162
翠谷,0.310128
管弦乐,0.309973
于是小,0.309822
顺延到,0.309794
华西街,0.309726
开胸,0.309630
血腥味,0.309604
乌尔善,0.309479
人脉关系,0.309477
苹果牌,0.309417
邮费,0.309393
菜汤,0.309356
换证,0.309353
死猪不怕开水烫,0.309330
面条机,0.309269
交易系统,0.309079
难挨,0.309072
耶稣像,0.309043
自毁长城,0.308944
连滚带爬,0.308847
善小而,0.308715
驾驶执照,0.308582
敢言,0.308539
换鞋,0.308526
男同性恋,0.308423
海森堡,0.308403
黎苗族,0.308366
手书,0.308266
杏坛,0.308197
医学杂志,0.308191
泰安道,0.308126
塔寺,0.308124
蜡像馆,0.308060
说笑话,0.307872
刀和,0.307841
新舟,0.307666
时代华纳,0.307587
碧塔海,0.307564
周一到,0.307419
人间仙境,0.306921
打鸣,0.306863
因素,0.306840
米豆腐,0.306730
扑哧,0.306652
照明设计,0.306620
山在,0.306589
静地,0.306519
小剑,0.306518
扑上去,0.306301
只是,0.306279
芦山县,0.306259
草儿,0.306239
通向,0.306137
酒过三巡,0.306109
品牌意识,0.306013
钱看,0.305921
托腮,0.305843
敏锐,0.305725
嗓音,0.305613
拼下,0.305483
店大欺客,0.305423
装水,0.305254
随风而逝,0.305140
唬人,0.305126
石板街,0.304898
办公时间,0.304823
逡巡,0.304682
童女,0.304623
全干,0.304622
艺术体操,0.304613
叙叙,0.304511
减肥药,0.304419
棕叶,0.304409
木鼓,0.304335
园林城市,0.304205
单笔,0.304157
故友,0.304092
安纳托利亚,0.303843
花腔,0.303824
翩跹起舞,0.303762
豆腐干,0.303655
鲜美,0.303630
富丽华,0.303514
筲箕,0.303485
油画系,0.303284
耐晒,0.303263
绵绵不绝,0.303092
谈社,0.302951
课外读物,0.302750
报价单,0.302737
神龙见首不见尾,0.302638
乡关,0.302602
莲花生,0.302447
种球,0.302312
真题,0.302188
胞妹,0.302160
担惊受怕,0.302154
某样,0.302069
捣蒜,0.301645
阶地,0.301246
樱花树,0.301236
拓片,0.301057
适应能力,0.300953
埃塞克斯郡,0.300917
瞳孔,0.300768
活动性,0.300424
摔炮,0.300391
穿透力,0.300385
河头,0.300300
批量化,0.300222
电子警察,0.300193
刷票,0.300164
阿黑哥,0.299672
尾骨,0.299552
结业证,0.299515
扶你,0.299439
培田,0.299362
敬服,0.299326
楼体,0.299281
倾慕,0.299188
淮海路,0.299077
薄荷茶,0.299058
抱佛脚,0.299020
文学系,0.298902
清炖,0.298759
柘林,0.298725
大房子,0.298654
岁月如流,0.298586
新闻调查,0.298535
横卧,0.298467
被雷击,0.298449
悟出来,0.298444
听雪,0.298422
群架,0.298421
少年强,0.298293
首饰店,0.298221
球状,0.298181
京瓷,0.298105
肉块,0.298021
新希望集团,0.298020
弹词,0.297932
喷涂,0.297801
苦肉计,0.297778
渗透力,0.297714
悲悯,0.297472
山菜,0.297258
踢脚,0.297098
住惯,0.297060
四川盆地,0.297007
缝缝补补,0.296807
滴到,0.296627
害民,0.296445
看花了,0.296363
王母娘娘,0.296330
异己,0.296233
白烟,0.296092
墓道,0.295958
待人接物,0.295900
模样儿,0.295542
测速,0.295452
需求者,0.295209
松赞干布,0.295144
故宫博物馆,0.295123
武汉亚洲心脏病医院,0.295106
阿拉比卡,0.295087
鲜花港,0.294855
不静,0.294797
扶轮社,0.294784
铁盘,0.294702
沈石溪,0.294464
皓首,0.294296
一节课,0.294252
丰姿,0.294229
北京文艺台,0.294171
黄灿灿,0.294089
民女,0.294067
美国报业,0.294061
难赚,0.294032
卡拉扬,0.293547
依赖感,0.293245
牵出来,0.293189
短尾,0.293145
陈履生,0.293006
敢死,0.292846
茶饭不思,0.292798
秋爽,0.292765
无证据,0.292745
玉米粉,0.292740
流韵,0.292671
盖蒂,0.292404
年除夕,0.292220
冶春,0.292179
老得,0.292134
创记录,0.291962
韩师傅,0.291907
按摩床,0.291821
棠湖,0.291818
发毛,0.291748
咬了一口,0.291641
窗户,0.291604
瓯江,0.291489
紫外光,0.291272
都学,0.291090
红嘴鸥,0.291054
防守反击,0.291044
大卸八块,0.291015
纳木错湖,0.290992
皮尔,0.290907
最终用户,0.290843
胖娃娃,0.290727
冻梨,0.290659
月读,0.290626
只闻其声,0.290491
清江水,0.290414
里春,0.290367
恨铁不成钢,0.290288
伯纳乌,0.290273
世世,0.290273
决明子,0.290204
爱演,0.290181
洋人街,0.289967
离索,0.289819
坐过站,0.289819
刁蛮,0.289710
驱鬼,0.289571
周正宇,0.289401
捏碎,0.289294
依山,0.289013
罗兰加洛斯,0.288916
国学课,0.288902
翻本,0.288841
清规,0.288712
摸进,0.288435
王艺,0.288433
戏瘾,0.288400
听戏,0.288300
喃喃地,0.288190
倒淌河,0.288130
郎静,0.288024
耳石,0.287966
聪明伶俐,0.287814
沙漠之舟,0.287743
大独裁者,0.287731
斯内德,0.287660
快轨,0.287456
出摊,0.287373
风味菜,0.287144
苏小小,0.287120
南寺,0.287079
拉琴,0.287069
绿墙,0.287057
天赋人权,0.287030
锆石,0.287024
郁郁寡欢,0.286958
孤苦伶仃,0.286935
喷雾剂,0.286890
抽过,0.286839
川岛芳子,0.286664
白或,0.286518
摘到,0.286331
美式英语,0.286020
哀哉,0.285861
兼容并蓄,0.285757
宋宇,0.285692
商品住宅,0.285417
脚蹼,0.285381
子宫肌瘤,0.285131
活页,0.285057
京伦,0.284834
康辉旅行社,0.284804
妄念,0.284760
塑料布,0.284500
耐苦,0.284500
玉垒,0.284466
巴士底狱,0.284395
灼热,0.284160
开发成本,0.284148
自赏,0.283974
祠宇,0.283942
三联韬奋书店,0.283794
笔法,0.283751
搞对象,0.283733
星点,0.283654
血糖,0.283551
淌出,0.283423
中转地,0.283329
多雨,0.283285
通婚,0.283135
吝于,0.283066
虚情假意,0.283022
航班号,0.283007
自杀行为,0.282923
罪有应得,0.282916
洗好,0.282820
钢琴演奏,0.282721
腰线,0.282661
船儿,0.282629
刺目,0.282598
官腔,0.282480
凯雷,0.282427
身份证件,0.282225
远视眼,0.282004
锡惠公园,0.281927
孝庄,0.281882
清韵,0.281656
新媒介,0.281630
裕华路,0.281622
过站,0.281577
讨人喜欢,0.281326
一字一顿,0.281256
微亮,0.280991
不得体,0.280927
东单公园,0.280901
参观点,0.280811
片酬,0.280676
抑制作用,0.280636
放鹤,0.280492
申请单,0.280301
死亡者,0.280185
平仄,0.280094
不求有功,0.280058
石雕像,0.280005
公共频道,0.279978
高鑫,0.279974
改编权,0.279968
焦点新闻,0.279929
轮廓线,0.279885
客游,0.279774
生死相许,0.279632
八辈子,0.279588
冷杉,0.279550
要洗,0.279536
六顺,0.279503
仁者无敌,0.279446
尖酸刻薄,0.279387
罅隙,0.279303
